Volume m3,Ground Surface m2,Amount Buildings,Surface Build %,Inset 1,Inset 2,Inset 3,Inset 4,Inset 5,Inset 6,Inset 7,Inset 8,Inset 9,Height 1,Height 2,Height 3,Height 4,Height 5,Height 6,Height 7,Height 8,Height 9,Roof 1,Roof 2,Roof 3,Roof 4,Roof 5,Roof 6,Roof 7,Roof 8,Roof 9
2441.24,264.11,3,16.5,0.72,0.64,0.0,0.0,0.0,0.0,0.74,0.0,0.0,5.07,12.89,0.0,0.0,0.0,0.0,10.48,0.0,0.0,0,1,0,0,0,0,0,0,0
2589.33,390.14,5,24.4,0.45,0.84,0.0,0.61,0.0,0.61,0.72,0.0,0.0,2.41,2.77,0.0,12.69,0.0,13.49,4.31,0.0,0.0,0,1,0,0,0,1,0,0,0
3283.78,397.47,8,24.8,0.32,0.34,0.54,0.0,0.61,0.87,0.42,0.42,0.49,9.42,6.71,4.2,0.0,8.73,8.72,7.3,10.35,10.42,0,1,0,0,1,0,0,0,1
3670.02,365.98,5,22.9,0.67,0.0,0.41,0.85,0.64,0.0,0.56,0.0,0.0,11.0,0.0,11.2,6.21,13.59,0.0,12.07,0.0,0.0,0,0,1,0,1,0,0,0,0
2681.74,571.72,6,35.7,0.0,0.53,0.76,0.0,0.88,0.73,0.8,0.0,0.64,0.0,7.88,2.22,0.0,2.48,8.57,2.85,0.0,8.05,0,0,1,0,0,0,0,0,1
2022.74,236.84,5,14.8,0.35,0.59,0.31,0.81,0.32,0.0,0.0,0.0,0.0,13.91,4.43,11.92,10.31,2.05,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0
2966.5,271.2,5,16.9,0.0,0.42,0.0,0.0,0.0,0.57,0.83,0.42,0.39,0.0,4.78,0.0,0.0,0.0,10.73,13.9,9.41,6.89,0,0,0,0,0,1,0,0,0
3806.58,417.11,6,26.1,0.47,0.44,0.0,0.0,0.37,0.74,0.89,0.67,0.0,4.71,11.85,0.0,0.0,6.94,3.35,12.21,12.28,0.0,0,1,0,0,0,0,0,1,0
841.31,86.91,2,5.4,0.44,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,11.71,0.0,0.0,0.0,8.39,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0
2022.39,192.81,2,12.1,0.0,0.0,0.0,0.0,0.62,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,13.76,0.0,8.7,0.0,0.0,0,0,0,0,1,0,0,0,0
183.16,30.66,1,1.9,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3279.32,446.48,7,27.9,0.0,0.74,0.7,0.41,0.52,0.5,0.0,0.76,0.45,0.0,9.32,7.22,11.97,6.09,7.35,0.0,4.24,9.17,0,1,0,1,0,1,0,0,1
2716.27,264.2,5,16.5,0.0,0.0,0.56,0.0,0.5,0.57,0.4,0.0,0.66,0.0,0.0,13.18,0.0,12.08,3.57,11.37,0.0,11.7,0,0,0,0,0,0,1,0,1
181.57,16.56,1,1.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0
3423.46,437.74,6,27.4,0.0,0.75,0.0,0.7,0.7,0.56,0.51,0.59,0.0,0.0,8.98,0.0,4.75,13.53,4.11,7.38,5.95,0.0,0,1,0,1,0,0,0,0,0
1727.71,327.82,6,20.5,0.3,0.0,0.0,0.44,0.88,0.41,0.57,0.0,0.55,6.77,0.0,0.0,4.42,4.18,4.3,8.18,0.0,5.52,0,0,0,0,1,0,1,0,0
3657.57,331.38,7,20.7,0.54,0.6,0.71,0.42,0.41,0.0,0.0,0.37,0.48,11.39,11.95,9.39,13.05,10.81,0.0,0.0,13.4,10.04,0,0,1,0,1,0,0,1,0
6384.38,802.02,8,50.1,0.77,0.8,0.67,0.85,0.74,0.56,0.0,0.87,0.7,3.34,12.25,3.41,7.91,5.49,11.34,0.0,10.14,9.47,1,1,0,1,0,1,0,1,0
569.27,104.55,1,6.5,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.44,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3404.81,331.79,4,20.7,0.73,0.0,0.41,0.72,0.0,0.0,0.0,0.0,0.8,8.25,0.0,13.55,9.52,0.0,0.0,0.0,0.0,11.67,1,0,0,1,0,0,0,0,1
5736.46,639.3,7,40.0,0.61,0.85,0.88,0.68,0.0,0.51,0.63,0.0,0.78,2.99,10.7,8.12,11.71,0.0,5.21,10.17,0.0,10.43,0,0,1,0,0,0,1,0,1
4183.58,701.14,8,43.8,0.0,0.74,0.61,0.79,0.66,0.46,0.71,0.87,0.72,0.0,4.38,4.4,4.1,2.8,10.7,11.06,5.1,7.97,0,1,0,1,0,0,1,1,1
3390.18,521.8,8,32.6,0.9,0.0,0.42,0.41,0.34,0.73,0.75,0.45,0.6,6.96,0.0,7.03,3.99,6.79,5.09,5.19,9.73,8.57,1,0,1,1,1,0,1,1,0
3157.82,443.37,9,27.7,0.55,0.39,0.55,0.4,0.54,0.45,0.46,0.69,0.63,3.04,14.0,2.79,3.82,6.97,4.35,10.95,6.27,12.73,1,0,1,0,0,1,1,0,1
2938.1,278.57,6,17.4,0.35,0.0,0.34,0.39,0.55,0.42,0.0,0.0,0.84,3.09,0.0,13.68,7.08,7.96,12.55,0.0,0.0,12.72,1,0,0,1,0,1,0,0,1
1055.67,199.85,2,12.5,0.0,0.88,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
5092.36,570.28,8,35.6,0.82,0.45,0.85,0.3,0.49,0.62,0.52,0.8,0.0,7.38,5.4,9.51,7.95,6.05,8.88,5.13,13.94,0.0,1,1,0,1,1,0,0,1,0
2111.48,385.25,6,24.1,0.57,0.47,0.0,0.6,0.5,0.0,0.46,0.9,0.0,2.58,6.0,0.0,7.79,11.7,0.0,5.0,3.66,0.0,1,0,0,0,0,0,1,1,0
4461.19,664.61,9,41.5,0.33,0.5,0.85,0.59,0.78,0.8,0.45,0.38,0.84,6.41,11.15,4.29,3.72,9.45,2.46,3.1,6.58,11.7,0,1,1,0,1,0,0,0,1
3033.48,358.51,6,22.4,0.52,0.76,0.41,0.0,0.0,0.32,0.0,0.53,0.79,9.68,2.5,8.55,0.0,0.0,9.52,0.0,11.07,12.09,1,0,1,0,0,0,0,1,0
1425.36,216.96,3,13.6,0.68,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.71,6.62,0.0,0.0,0.0,0.0,0.0,0.0,9.35,1,0,0,0,0,0,0,0,1
1868.63,178.74,3,11.2,0.34,0.53,0.0,0.78,0.0,0.0,0.0,0.0,0.0,12.71,5.04,0.0,12.54,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3451.54,565.31,6,35.3,0.84,0.0,0.8,0.83,0.72,0.0,0.36,0.0,0.72,7.25,0.0,2.61,7.47,9.55,0.0,3.21,0.0,4.35,0,0,1,1,0,0,1,0,0
3593.37,416.74,8,26.0,0.56,0.0,0.33,0.57,0.68,0.46,0.36,0.79,0.42,10.61,0.0,13.33,10.24,8.97,3.71,13.35,6.08,9.45,1,0,1,0,0,1,1,0,0
1838.84,208.35,2,13.0,0.0,0.0,0.87,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,11.35,0.0,4.32,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3905.02,423.25,8,26.5,0.8,0.46,0.0,0.62,0.42,0.55,0.41,0.4,0.58,12.91,10.33,0.0,10.28,12.0,9.21,3.43,2.67,4.91,1,1,0,1,0,0,0,1,0
2712.97,259.25,3,16.2,0.0,0.72,0.55,0.0,0.8,0.0,0.0,0.0,0.0,0.0,6.81,13.98,0.0,11.72,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
1217.45,328.35,5,20.5,0.0,0.0,0.0,0.83,0.79,0.0,0.38,0.36,0.52,0.0,0.0,0.0,3.45,3.31,0.0,5.58,4.99,3.66,0,0,0,1,0,0,1,0,0
1432.97,215.07,4,13.4,0.0,0.0,0.8,0.0,0.37,0.0,0.48,0.45,0.0,0.0,0.0,4.54,0.0,5.18,0.0,7.46,13.52,0.0,0,0,1,0,1,0,1,1,0
2005.0,228.05,3,14.3,0.0,0.0,0.0,0.55,0.46,0.0,0.0,0.88,0.0,0.0,0.0,0.0,5.96,7.49,0.0,0.0,10.27,0.0,0,0,0,0,0,0,0,0,0
3724.66,686.57,9,42.9,0.87,0.86,0.36,0.5,0.57,0.33,0.82,0.71,0.6,2.43,10.4,7.45,3.98,2.62,11.29,3.47,4.51,7.48,1,1,0,1,0,1,0,0,0
795.35,141.82,3,8.9,0.32,0.0,0.0,0.0,0.33,0.76,0.0,0.0,0.0,11.69,0.0,0.0,0.0,6.09,4.44,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
1575.6,234.23,2,14.6,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,12.86,0.0,0.0,0.0,0.0,0.0,2.69,0,0,0,0,0,0,0,0,1
1955.9,287.83,7,18.0,0.48,0.54,0.0,0.36,0.0,0.69,0.41,0.45,0.33,10.44,5.69,0.0,3.91,0.0,7.67,3.38,5.4,9.39,1,0,0,1,0,0,1,0,0
2175.27,237.83,5,14.9,0.0,0.0,0.0,0.4,0.41,0.58,0.0,0.47,0.67,0.0,0.0,0.0,13.44,8.2,5.46,0.0,8.61,11.08,0,0,0,0,0,1,0,1,0
3870.79,400.95,5,25.1,0.0,0.32,0.65,0.87,0.0,0.0,0.0,0.63,0.75,0.0,13.44,13.58,6.13,0.0,0.0,0.0,10.47,10.17,0,0,0,1,0,0,0,0,1
4947.96,458.0,5,28.6,0.48,0.87,0.0,0.51,0.9,0.0,0.0,0.72,0.0,5.69,11.64,0.0,10.06,11.57,0.0,0.0,11.06,0.0,0,1,0,1,0,0,0,0,0
4339.08,491.16,7,30.7,0.48,0.78,0.57,0.7,0.78,0.46,0.53,0.0,0.0,12.51,5.33,8.08,5.52,13.46,8.38,10.46,0.0,0.0,0,0,1,0,1,1,0,0,0
2642.48,332.0,3,20.7,0.0,0.0,0.0,0.0,0.87,0.62,0.0,0.0,0.85,0.0,0.0,0.0,0.0,12.81,5.69,0.0,0.0,4.05,0,0,0,0,0,1,0,0,1
3969.09,571.09,6,35.7,0.57,0.83,0.73,0.64,0.84,0.0,0.0,0.74,0.0,4.03,5.35,12.78,10.58,2.22,0.0,0.0,8.49,0.0,1,0,0,1,1,0,0,0,0
515.49,56.04,2,3.5,0.0,0.47,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,7.47,0.0,0.0,13.09,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0
238.47,35.8,1,2.2,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
695.57,97.41,1,6.1,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
1258.17,173.88,3,10.9,0.0,0.81,0.0,0.3,0.0,0.48,0.0,0.0,0.0,0.0,5.4,0.0,10.95,0.0,11.1,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0
4861.2,643.13,9,40.2,0.69,0.47,0.34,0.75,0.59,0.75,0.58,0.52,0.85,9.61,12.97,12.97,11.17,4.18,4.06,3.93,9.31,6.31,1,1,0,1,0,0,0,1,0
3986.54,405.37,4,25.3,0.0,0.85,0.85,0.76,0.0,0.0,0.0,0.0,0.52,0.0,13.09,2.9,13.48,0.0,0.0,0.0,0.0,11.91,0,1,0,0,0,0,0,0,0
3196.51,475.88,4,29.7,0.0,0.85,0.0,0.0,0.0,0.0,0.77,0.85,0.8,0.0,5.27,0.0,0.0,0.0,0.0,9.83,8.66,3.25,0,1,0,0,0,0,1,0,1
2752.05,487.56,7,30.5,0.0,0.0,0.76,0.5,0.78,0.55,0.69,0.63,0.36,0.0,0.0,6.04,3.65,6.38,9.16,3.83,4.38,6.62,0,0,1,0,1,1,0,1,1
599.41,53.68,1,3.4,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
368.16,57.71,1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0,0,0,0,0,0,0,0,0
719.25,97.28,2,6.1,0.0,0.0,0.0,0.65,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,8.07,0.0,0.0,5.22,0.0,0.0,0,0,0,1,0,0,1,0,0
3982.33,581.93,7,36.4,0.81,0.0,0.71,0.6,0.63,0.73,0.46,0.0,0.78,3.55,0.0,12.7,2.13,4.66,10.04,10.46,0.0,5.77,1,0,0,0,0,1,1,0,1
332.81,75.76,2,4.7,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,4.19,0.0,0.0,0.0,4.55,0,0,0,0,1,0,0,0,1
628.98,54.32,2,3.4,0.0,0.37,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,9.86,0.0,0.0,12.99,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0
167.43,39.73,1,2.5,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
1373.25,143.97,2,9.0,0.0,0.72,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,12.17,0.0,0.0,0.0,4.95,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0
1435.41,197.51,3,12.3,0.0,0.81,0.0,0.0,0.57,0.0,0.36,0.0,0.0,0.0,7.52,0.0,0.0,7.0,0.0,6.69,0.0,0.0,0,0,0,0,1,0,0,0,0
3665.74,430.46,8,26.9,0.43,0.58,0.59,0.63,0.55,0.0,0.53,0.55,0.51,3.13,3.71,9.9,11.56,10.95,0.0,5.38,10.35,10.45,1,0,0,0,0,0,0,1,0
788.42,103.91,1,6.5,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3397.92,545.66,8,34.1,0.79,0.38,0.52,0.62,0.55,0.58,0.79,0.63,0.0,8.76,2.56,6.52,9.44,6.98,3.71,3.68,5.79,0.0,0,1,0,1,1,1,1,1,0
1993.68,268.66,6,16.8,0.64,0.0,0.53,0.0,0.55,0.0,0.38,0.49,0.37,3.53,0.0,5.74,0.0,7.21,0.0,6.24,13.35,13.66,1,0,0,0,1,0,0,1,1
3528.27,396.54,7,24.8,0.38,0.37,0.49,0.41,0.0,0.73,0.51,0.87,0.0,3.41,11.12,9.36,13.97,0.0,7.71,2.37,11.37,0.0,0,0,0,1,0,0,0,1,0
3050.34,581.21,8,36.3,0.37,0.76,0.67,0.9,0.0,0.59,0.32,0.77,0.52,4.69,9.49,4.91,2.62,0.0,5.33,7.39,3.84,7.12,0,0,1,0,0,0,0,0,0
577.24,46.85,2,2.9,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,11.33,0.0,0.0,0.0,13.03,0.0,0,0,0,1,0,0,0,1,0
2752.1,284.91,4,17.8,0.0,0.0,0.72,0.0,0.0,0.0,0.38,0.85,0.47,0.0,0.0,8.56,0.0,0.0,0.0,10.09,10.14,10.37,0,0,1,0,0,0,1,1,0
3128.31,305.05,4,19.1,0.0,0.0,0.63,0.0,0.39,0.81,0.0,0.0,0.72,0.0,0.0,12.13,0.0,5.74,9.96,0.0,0.0,10.54,0,0,1,0,1,1,0,0,0
1215.68,115.68,1,7.2,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3016.62,332.09,4,20.8,0.78,0.0,0.73,0.0,0.0,0.8,0.0,0.3,0.0,10.42,0.0,7.85,0.0,0.0,8.16,0.0,13.78,0.0,1,0,1,0,0,1,0,0,0
1461.25,193.9,2,12.1,0.72,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,12.23,0.0,0.0,1,0,0,0,0,0,1,0,0
2357.07,285.14,5,17.8,0.32,0.0,0.78,0.0,0.0,0.0,0.81,0.37,0.31,3.66,0.0,7.57,0.0,0.0,0.0,9.62,6.85,10.33,0,0,1,0,0,0,1,1,0
4209.97,560.31,7,35.0,0.0,0.89,0.58,0.89,0.4,0.3,0.68,0.0,0.72,0.0,3.37,4.66,8.78,9.53,10.16,9.57,0.0,10.91,0,1,0,0,0,0,0,0,1
5729.91,560.82,9,35.1,0.58,0.37,0.43,0.64,0.68,0.71,0.68,0.33,0.75,2.77,3.6,3.31,13.66,12.21,13.58,13.97,13.17,7.82,1,0,0,0,0,0,0,0,1
6430.71,799.27,9,50.0,0.34,0.38,0.37,0.88,0.81,0.88,0.9,0.86,0.59,5.5,3.94,9.62,4.11,3.23,9.08,11.49,13.65,5.74,1,1,1,0,0,1,0,0,0
5065.65,566.45,9,35.4,0.48,0.4,0.68,0.41,0.36,0.65,0.77,0.88,0.49,6.39,8.0,7.53,11.04,8.32,8.32,11.85,9.96,4.1,0,0,1,1,1,1,0,1,1
2870.04,299.08,4,18.7,0.52,0.6,0.0,0.75,0.0,0.0,0.0,0.7,0.0,4.86,11.22,0.0,8.4,0.0,0.0,0.0,12.4,0.0,0,1,0,0,0,0,0,1,0
2141.02,556.73,6,34.8,0.44,0.76,0.64,0.0,0.0,0.7,0.89,0.82,0.0,13.09,3.61,3.25,0.0,0.0,3.37,2.23,3.95,0.0,1,0,1,0,0,0,0,0,0
2488.85,284.22,7,17.8,0.85,0.38,0.36,0.45,0.0,0.37,0.31,0.4,0.0,10.52,5.44,5.2,9.64,0.0,6.3,2.02,11.71,0.0,0,1,1,1,0,0,1,0,0
3301.71,381.39,6,23.8,0.0,0.0,0.46,0.68,0.7,0.52,0.3,0.79,0.0,0.0,0.0,6.55,13.18,12.05,7.58,10.7,3.41,0.0,0,0,1,1,0,0,0,1,0
2155.82,295.07,3,18.4,0.0,0.0,0.53,0.86,0.8,0.0,0.0,0.0,0.0,0.0,0.0,5.67,10.42,4.45,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0
2732.17,359.68,5,22.5,0.0,0.0,0.0,0.72,0.42,0.52,0.0,0.62,0.82,0.0,0.0,0.0,8.55,9.4,2.38,0.0,5.57,9.67,0,0,0,0,1,0,0,0,1
1132.42,169.61,4,10.6,0.0,0.36,0.0,0.0,0.0,0.0,0.36,0.48,0.68,0.0,7.95,0.0,0.0,0.0,0.0,6.44,13.37,3.12,0,0,0,0,0,0,1,1,0
4821.16,441.11,6,27.6,0.0,0.6,0.0,0.0,0.81,0.56,0.52,0.87,0.36,0.0,12.05,0.0,0.0,7.94,8.25,13.0,13.76,8.56,0,1,0,0,1,0,1,1,1
3021.5,306.38,3,19.1,0.0,0.8,0.0,0.0,0.6,0.0,0.85,0.0,0.0,0.0,9.38,0.0,0.0,10.59,0.0,9.93,0.0,0.0,0,0,0,0,0,0,0,0,0
3858.75,438.51,6,27.4,0.8,0.67,0.0,0.0,0.0,0.54,0.7,0.45,0.63,13.43,2.41,0.0,0.0,0.0,3.39,10.51,11.47,9.01,1,1,0,0,0,0,0,1,1
2978.5,272.48,3,17.0,0.87,0.0,0.42,0.0,0.0,0.0,0.0,0.77,0.0,11.25,0.0,2.93,0.0,0.0,0.0,0.0,12.85,0.0,0,0,0,0,0,0,0,1,0
3216.54,374.27,4,23.4,0.76,0.84,0.0,0.0,0.0,0.32,0.0,0.84,0.0,11.01,5.32,0.0,0.0,0.0,12.04,0.0,9.41,0.0,0,1,0,0,0,1,0,1,0
2100.62,186.98,2,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58,12.47,0,0,0,0,0,0,0,0,0
5511.19,699.92,9,43.7,0.33,0.41,0.68,0.79,0.73,0.39,0.86,0.68,0.82,4.47,9.64,4.67,5.05,10.29,10.34,12.27,2.83,8.91,1,0,0,1,0,0,1,1,1
3917.36,466.82,7,29.2,0.42,0.68,0.43,0.45,0.71,0.0,0.81,0.0,0.65,11.68,11.95,5.38,7.27,11.19,0.0,5.58,0.0,5.96,0,0,0,1,0,0,1,0,1
3028.7,451.24,4,28.2,0.78,0.0,0.0,0.0,0.76,0.77,0.0,0.87,0.0,5.5,0.0,0.0,0.0,6.58,2.51,0.0,11.07,0.0,1,0,0,0,1,0,0,0,0
1621.53,361.84,4,22.6,0.0,0.0,0.0,0.79,0.0,0.0,0.58,0.75,0.72,0.0,0.0,0.0,5.37,0.0,0.0,4.7,3.73,4.11,0,0,0,1,0,0,0,1,0
4829.31,468.42,8,29.3,0.7,0.82,0.42,0.47,0.61,0.6,0.44,0.0,0.41,10.44,11.61,4.18,13.92,10.12,11.09,12.39,0.0,2.59,1,1,1,1,1,0,0,0,0
3801.11,585.21,7,36.6,0.72,0.78,0.41,0.9,0.71,0.75,0.0,0.35,0.0,3.26,12.39,4.26,5.77,3.27,7.42,0.0,7.58,0.0,0,0,1,1,1,0,0,0,0
1910.25,412.04,9,25.8,0.36,0.82,0.41,0.49,0.36,0.57,0.31,0.58,0.46,5.15,6.47,2.63,5.92,5.96,2.56,3.23,2.09,5.69,0,1,0,0,0,0,0,1,1
561.74,121.29,4,7.6,0.46,0.0,0.0,0.0,0.0,0.33,0.36,0.0,0.48,2.16,0.0,0.0,0.0,0.0,9.59,7.67,0.0,2.87,1,0,0,0,0,0,0,0,1
555.85,77.45,2,4.8,0.31,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,7.91,0.0,0.0,1,0,0,0,0,0,0,0,0
2469.94,326.44,5,20.4,0.0,0.0,0.68,0.34,0.0,0.44,0.6,0.0,0.84,0.0,0.0,3.39,11.73,0.0,7.3,3.44,0.0,11.74,0,0,0,0,0,0,1,0,1
5004.14,603.8,9,37.7,0.35,0.38,0.37,0.79,0.77,0.56,0.37,0.84,0.79,13.39,12.59,5.44,3.03,8.48,11.44,3.58,11.59,7.62,1,0,0,0,0,0,0,0,1
3765.43,482.77,6,30.2,0.87,0.0,0.47,0.0,0.62,0.77,0.38,0.78,0.0,2.64,0.0,9.5,0.0,12.94,13.74,11.74,3.54,0.0,1,0,0,0,1,1,1,1,0
3899.94,648.45,9,40.5,0.33,0.59,0.67,0.42,0.85,0.89,0.79,0.38,0.53,9.5,5.12,8.44,8.79,2.92,7.86,4.82,4.87,6.03,0,0,1,1,0,0,1,1,1
2044.99,208.17,5,13.0,0.0,0.0,0.0,0.64,0.35,0.0,0.44,0.44,0.5,0.0,0.0,0.0,13.88,5.69,0.0,10.01,4.42,9.28,0,0,0,1,0,0,1,1,0
158.81,41.77,1,2.6,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3479.67,410.85,9,25.7,0.42,0.42,0.3,0.78,0.39,0.62,0.3,0.72,0.34,12.63,5.92,5.68,5.17,12.28,9.12,2.8,11.77,8.23,0,0,0,1,1,1,1,0,0
195.21,41.63,1,2.6,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
4872.05,654.57,9,40.9,0.82,0.76,0.43,0.83,0.6,0.54,0.82,0.37,0.31,7.35,2.82,12.52,11.28,6.61,4.23,8.36,9.54,2.12,0,0,1,1,1,0,0,1,1
487.84,103.7,1,6.5,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
1387.44,187.77,4,11.7,0.57,0.0,0.64,0.44,0.0,0.0,0.0,0.0,0.37,7.29,0.0,6.96,9.57,0.0,0.0,0.0,0.0,5.87,1,0,0,0,0,0,0,0,0
4476.87,423.44,5,26.5,0.0,0.74,0.55,0.0,0.88,0.0,0.7,0.52,0.0,0.0,8.81,12.98,0.0,13.06,0.0,8.54,8.08,0.0,0,0,0,0,1,0,1,0,0
3881.17,663.31,7,41.5,0.0,0.64,0.85,0.86,0.85,0.0,0.63,0.6,0.61,0.0,4.55,9.68,6.97,2.16,0.0,4.69,4.34,7.56,0,0,0,1,1,0,0,1,1
822.33,135.88,2,8.5,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,10.9,0.0,0,0,0,0,0,1,0,0,0
3923.06,593.35,9,37.1,0.4,0.63,0.84,0.76,0.7,0.43,0.4,0.75,0.31,8.43,5.29,2.49,2.87,10.32,11.44,5.89,10.31,13.35,1,1,1,1,1,0,0,0,0
5021.25,591.13,8,36.9,0.62,0.46,0.32,0.0,0.72,0.77,0.49,0.72,0.87,8.68,4.54,11.86,0.0,4.4,10.54,12.2,13.31,5.75,1,0,0,0,1,1,1,0,0
2493.82,292.17,3,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.87,0.49,0.0,0.0,0.0,0.0,0.0,0.0,9.4,9.76,2.28,0,0,0,0,0,0,0,0,0
2630.97,390.8,6,24.4,0.0,0.44,0.0,0.89,0.43,0.0,0.67,0.69,0.31,0.0,11.37,0.0,2.43,8.31,0.0,12.83,5.56,7.44,0,1,0,1,1,0,0,1,1
4269.4,484.7,6,30.3,0.79,0.77,0.0,0.32,0.62,0.0,0.84,0.0,0.57,13.63,4.59,0.0,3.54,2.83,0.0,11.18,0.0,10.75,1,1,0,0,0,0,0,0,0
2147.16,253.83,4,15.9,0.0,0.0,0.0,0.38,0.0,0.41,0.76,0.0,0.74,0.0,0.0,0.0,8.0,0.0,7.39,13.1,0.0,3.99,0,0,0,1,0,1,0,0,1
2256.26,315.38,5,19.7,0.0,0.4,0.0,0.6,0.0,0.0,0.86,0.6,0.4,0.0,2.86,0.0,3.23,0.0,0.0,10.48,4.04,12.14,0,1,0,0,0,0,1,0,1
2628.28,441.86,7,27.6,0.54,0.34,0.78,0.36,0.0,0.0,0.72,0.4,0.81,2.7,12.75,5.49,13.07,0.0,0.0,5.28,11.02,4.45,0,1,0,0,0,0,0,1,1
4574.49,616.55,9,38.5,0.33,0.84,0.47,0.85,0.44,0.74,0.46,0.75,0.42,12.56,5.45,9.09,9.74,9.28,9.35,8.1,3.98,2.45,0,0,0,1,0,0,1,1,0
1297.99,118.12,2,7.4,0.0,0.47,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,11.01,0.0,0.0,10.98,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2529.74,354.56,4,22.2,0.0,0.75,0.0,0.0,0.75,0.5,0.79,0.0,0.0,0.0,8.23,0.0,0.0,5.4,11.83,5.78,0.0,0.0,0,1,0,0,1,0,0,0,0
